ID_Origem,OSM_Node_ID,Logradouro,Bairro,Latitude,Longitude,Frequencia_Acidentes,ID_Destino,Distancia_Metros
12,338667182,GERALDO ABRAO,JARDIM INCONFIDENCIA,-18.939554,-48.248446,6.0,271,345.3
12,338667182,GERALDO ABRAO,JARDIM INCONFIDENCIA,-18.939554,-48.248446,6.0,6649,85.0
13,10057350359,RONDON PACHECO,TABAJARAS,-18.930791,-48.289777,6.0,13,0.0
13,10057350359,RONDON PACHECO,TABAJARAS,-18.930791,-48.289777,6.0,13097,25.9
13,10057350359,RONDON PACHECO,TABAJARAS,-18.930791,-48.289777,6.0,13123,25.5
14,1724386133,FLORIANO PEIXOTO,CENTRO,-18.92211,-48.278711,6.0,14,0.0
14,1724386133,FLORIANO PEIXOTO,CENTRO,-18.92211,-48.278711,6.0,44,166.0
14,1724386133,FLORIANO PEIXOTO,CENTRO,-18.92211,-48.278711,6.0,503,119.4
15,2042692442,ENGENHEIRO AZELI,OSVALDO RESENDE,-18.912104,-48.292698,6.0,15,0.0
15,2042692442,ENGENHEIRO AZELI,OSVALDO RESENDE,-18.912104,-48.292698,6.0,57,122.0
15,2042692442,ENGENHEIRO AZELI,OSVALDO RESENDE,-18.912104,-48.292698,6.0,10119,126.3
16,7958174087,SEGISMUNDO PEREIRA,SANTA MONICA,-18.917754,-48.251161,5.0,16,0.0
16,7958174087,SEGISMUNDO PEREIRA,SANTA MONICA,-18.917754,-48.251161,5.0,363,48.8
16,7958174087,SEGISMUNDO PEREIRA,SANTA MONICA,-18.917754,-48.251161,5.0,404,69.4
17,338660489,BELARMINO COTTA PACHECO,SANTA MONICA,-18.913955,-48.258665,5.0,17,0.0
17,338660489,BELARMINO COTTA PACHECO,SANTA MONICA,-18.913955,-48.258665,5.0,1381,21.8
17,338660489,BELARMINO COTTA PACHECO,SANTA MONICA,-18.913955,-48.258665,5.0,5493,136.4
18,2670223584,VINHEDOS,MORADA DA COLINA,-18.950604,-48.281176,5.0,18,0.0
18,2670223584,VINHEDOS,MORADA DA COLINA,-18.950604,-48.281176,5.0,692,274.5
18,2670223584,VINHEDOS,MORADA DA COLINA,-18.950604,-48.281176,5.0,7193,117.2
19,339252269,BARAO DE CAMARGOS,FUNDINHO,-18.924052,-48.278894,5.0,19,0.0
19,339252269,BARAO DE CAMARGOS,FUNDINHO,-18.924052,-48.278894,5.0,2062,46.1
19,339252269,BARAO DE CAMARGOS,FUNDINHO,-18.924052,-48.278894,5.0,2102,104.0
20,1480096584,IVO ALVES PEREIRA,PLANALTO,-18.939003,-48.307713,5.0,20,0.0
20,1480096584,IVO ALVES PEREIRA,PLANALTO,-18.939003,-48.307713,5.0,2847,41.4
20,1480096584,IVO ALVES PEREIRA,PLANALTO,-18.939003,-48.307713,5.0,4864,47.0
21,4584038978,LANDSCAPE,JARDIM SUL,-18.962912,-48.27358,5.0,21,0.0
21,4584038978,LANDSCAPE,JARDIM SUL,-18.962912,-48.27358,5.0,4974,153.2
22,2042691761,JOAO PESSOA,MARTINS,-18.904855,-48.279141,5.0,22,0.0
22,2042691761,JOAO PESSOA,MARTINS,-18.904855,-48.279141,5.0,549,114.9
22,2042691761,JOAO PESSOA,MARTINS,-18.904855,-48.279141,5.0,1169,111.5
23,7805434996,CLARIMUNDO CARNEIRO,FUNDINHO,-18.92297,-48.282052,5.0,23,0.0
23,7805434996,CLARIMUNDO CARNEIRO,FUNDINHO,-18.92297,-48.282052,5.0,2064,65.6
24,2042691886,ARAGUARI,BOM JESUS,-18.907135,-48.275936,5.0,24,0.0
24,2042691886,ARAGUARI,BOM JESUS,-18.907135,-48.275936,5.0,564,81.4
24,2042691886,ARAGUARI,BOM JESUS,-18.907135,-48.275936,5.0,1845,130.6
24,2042691886,ARAGUARI,BOM JESUS,-18.907135,-48.275936,5.0,5360,125.4
25,3370155675,MGC 452,JARDIM BRASILIA,-18.910794,-48.304231,5.0,25,0.0
25,3370155675,MGC 452,JARDIM BRASILIA,-18.910794,-48.304231,5.0,5582,212.6
25,3370155675,MGC 452,JARDIM BRASILIA,-18.910794,-48.304231,5.0,7357,14.3
26,2042693886,JOAO PINHEIRO,CENTRO,-18.920498,-48.281158,5.0,26,0.0
26,2042693886,JOAO PINHEIRO,CENTRO,-18.920498,-48.281158,5.0,1629,121.5
26,2042693886,JOAO PINHEIRO,CENTRO,-18.920498,-48.281158,5.0,12604,96.8
27,1727921009,CESARIO ALVIM,CENTRO,-18.921219,-48.276121,5.0,27,0.0
27,1727921009,CESARIO ALVIM,CENTRO,-18.921219,-48.276121,5.0,50,166.7
27,1727921009,CESARIO ALVIM,CENTRO,-18.921219,-48.276121,5.0,1239,125.6
28,4583286561,DUQUE DE CAXIAS,LIDICE,-18.922229,-48.274632,5.0,28,0.0
28,4583286561,DUQUE DE CAXIAS,LIDICE,-18.922229,-48.274632,5.0,1633,52.5
28,4583286561,DUQUE DE CAXIAS,LIDICE,-18.922229,-48.274632,5.0,10806,109.7
29,2715428544,RAFAEL MARINO NETO,JARDIM KARAIBA,-18.946499,-48.269597,5.0,29,0.0
29,2715428544,RAFAEL MARINO NETO,JARDIM KARAIBA,-18.946499,-48.269597,5.0,1555,231.7
29,2715428544,RAFAEL MARINO NETO,JARDIM KARAIBA,-18.946499,-48.269597,5.0,2758,18.2
30,1724386104,FLORIANO PEIXOTO,CENTRO,-18.918553,-48.276073,5.0,30,0.0
30,1724386104,FLORIANO PEIXOTO,CENTRO,-18.918553,-48.276073,5.0,185,163.2
30,1724386104,FLORIANO PEIXOTO,CENTRO,-18.918553,-48.276073,5.0,260,121.0
31,1727920542,TUBAL VILELA,CENTRO,-18.919501,-48.278673,5.0,31,0.0
31,1727920542,TUBAL VILELA,CENTRO,-18.919501,-48.278673,5.0,75,123.0
31,1727920542,TUBAL VILELA,CENTRO,-18.919501,-48.278673,5.0,195,149.2
32,1724386093,AFONSO PENA,CENTRO,-18.917661,-48.275412,5.0,30,121.2
32,1724386093,AFONSO PENA,CENTRO,-18.917661,-48.275412,5.0,32,0.0
32,1724386093,AFONSO PENA,CENTRO,-18.917661,-48.275412,5.0,1240,164.8
33,5726078326,NORDAU GONCALVES DE MELO,SANTA MONICA,-18.909807,-48.245841,5.0,33,0.0
33,5726078326,NORDAU GONCALVES DE MELO,SANTA MONICA,-18.909807,-48.245841,5.0,4900,4.2
34,2419148496,BEIJOS BRANCOS,CIDADE JARDIM,-18.950145,-48.294154,4.0,34,0.0
34,2419148496,BEIJOS BRANCOS,CIDADE JARDIM,-18.950145,-48.294154,4.0,6459,87.9
34,2419148496,BEIJOS BRANCOS,CIDADE JARDIM,-18.950145,-48.294154,4.0,6729,104.9
35,2550747353,RONDON PACHECO,SARAIVA,-18.917563,-48.26541,4.0,8,15.2
35,2550747353,RONDON PACHECO,SARAIVA,-18.917563,-48.26541,4.0,35,0.0
35,2550747353,RONDON PACHECO,SARAIVA,-18.917563,-48.26541,4.0,89,111.2
36,339252076,RONDON PACHECO,VIGILATO PEREIRA,-18.92882,-48.276448,4.0,36,0.0
36,339252076,RONDON PACHECO,VIGILATO PEREIRA,-18.92882,-48.276448,4.0,2058,322.4
37,3044895787,FRANCISCO RIBEIRO,SANTA MONICA,-18.927982,-48.240975,4.0,37,0.0
37,3044895787,FRANCISCO RIBEIRO,SANTA MONICA,-18.927982,-48.240975,4.0,5889,192.5
37,3044895787,FRANCISCO RIBEIRO,SANTA MONICA,-18.927982,-48.240975,4.0,5955,8.3
37,3044895787,FRANCISCO RIBEIRO,SANTA MONICA,-18.927982,-48.240975,4.0,9301,73.2
38,1417875476,LMG 749,TAIAMAN,-18.899043,-48.324119,4.0,38,0.0
38,1417875476,LMG 749,TAIAMAN,-18.899043,-48.324119,4.0,4866,152.6
39,1400953356,K,PLANALTO,-18.942418,-48.319466,4.0,39,0.0
39,1400953356,K,PLANALTO,-18.942418,-48.319466,4.0,2335,46.1
39,1400953356,K,PLANALTO,-18.942418,-48.319466,4.0,6814,43.9
40,8226439117,RAFAEL MARINO NETO,JARDIM KARAIBA,-18.944441,-48.273357,4.0,40,0.0
40,8226439117,RAFAEL MARINO NETO,JARDIM KARAIBA,-18.944441,-48.273357,4.0,12612,45.9
40,8226439117,RAFAEL MARINO NETO,JARDIM KARAIBA,-18.944441,-48.273357,4.0,12833,36.8
41,1490086268,FRANCISCO BELORIO,JARAGUA,-18.929635,-48.301295,4.0,41,0.0
41,1490086268,FRANCISCO BELORIO,JARAGUA,-18.929635,-48.301295,4.0,102,39.3
42,1414498721,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.921172,-48.252857,4.0,42,0.0
42,1414498721,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.921172,-48.252857,4.0,916,74.3
42,1414498721,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.921172,-48.252857,4.0,4404,72.6
42,1414498721,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.921172,-48.252857,4.0,5652,201.4
42,1414498721,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.921172,-48.252857,4.0,12204,89.0
43,3059334423,FLORIANO PEIXOTO,ALTO UMUARAMA,-18.880845,-48.249068,4.0,43,0.0
43,3059334423,FLORIANO PEIXOTO,ALTO UMUARAMA,-18.880845,-48.249068,4.0,1515,78.3
43,3059334423,FLORIANO PEIXOTO,ALTO UMUARAMA,-18.880845,-48.249068,4.0,3142,158.2
43,3059334423,FLORIANO PEIXOTO,ALTO UMUARAMA,-18.880845,-48.249068,4.0,9721,185.4
44,338660551,AFONSO PENA,CENTRO,-18.921229,-48.279985,4.0,26,147.8
44,338660551,AFONSO PENA,CENTRO,-18.921229,-48.279985,4.0,44,0.0
44,338660551,AFONSO PENA,CENTRO,-18.921229,-48.279985,4.0,201,117.8
45,338808730,JOAO LEAO,CUSTODIO PEREIRA,-18.896251,-48.245411,4.0,45,0.0
45,338808730,JOAO LEAO,CUSTODIO PEREIRA,-18.896251,-48.245411,4.0,3856,93.9
45,338808730,JOAO LEAO,CUSTODIO PEREIRA,-18.896251,-48.245411,4.0,6703,58.8
45,338808730,JOAO LEAO,CUSTODIO PEREIRA,-18.896251,-48.245411,4.0,6706,125.1
46,1733575213,JOAO PESSOA,MARTINS,-18.907803,-48.278176,4.0,46,0.0
46,1733575213,JOAO PESSOA,MARTINS,-18.907803,-48.278176,4.0,348,124.4
46,1733575213,JOAO PESSOA,MARTINS,-18.907803,-48.278176,4.0,371,132.0
47,1561880893,FLORIANO PEIXOTO,CENTRO,-18.911696,-48.270969,4.0,47,0.0
47,1561880893,FLORIANO PEIXOTO,CENTRO,-18.911696,-48.270969,4.0,274,160.4
47,1561880893,FLORIANO PEIXOTO,CENTRO,-18.911696,-48.270969,4.0,520,100.8
48,7793347858,GETULIO VARGAS,JARDIM DAS PALMEIRAS,-18.941331,-48.308628,4.0,48,0.0
48,7793347858,GETULIO VARGAS,JARDIM DAS PALMEIRAS,-18.941331,-48.308628,4.0,11733,18.1
48,7793347858,GETULIO VARGAS,JARDIM DAS PALMEIRAS,-18.941331,-48.308628,4.0,12611,128.5
49,1727920828,SERGIO PACHECO,CENTRO,-18.910097,-48.275005,4.0,49,0.0
49,1727920828,SERGIO PACHECO,CENTRO,-18.910097,-48.275005,4.0,1161,44.5
50,1727920333,DUQUE DE CAXIAS,CENTRO,-18.920338,-48.277403,4.0,31,162.8
50,1727920333,DUQUE DE CAXIAS,CENTRO,-18.920338,-48.277403,4.0,50,0.0
50,1727920333,DUQUE DE CAXIAS,CENTRO,-18.920338,-48.277403,4.0,193,119.7
51,1733575418,PAES LEMES,OSVALDO RESENDE,-18.920592,-48.289566,4.0,51,0.0
51,1733575418,PAES LEMES,OSVALDO RESENDE,-18.920592,-48.289566,4.0,181,111.9
51,1733575418,PAES LEMES,OSVALDO RESENDE,-18.920592,-48.289566,4.0,5470,117.7
51,1733575418,PAES LEMES,OSVALDO RESENDE,-18.920592,-48.289566,4.0,5711,107.7
51,1733575418,PAES LEMES,OSVALDO RESENDE,-18.920592,-48.289566,4.0,11847,17.6
52,338666180,JOAO NAVES DE AVILA,SANTA MONICA,-18.915864,-48.259041,4.0,52,0.0
52,338666180,JOAO NAVES DE AVILA,SANTA MONICA,-18.915864,-48.259041,4.0,12675,15.0
53,338662160,LAZARA ALVES FERREIRA,SANTA MONICA,-18.918899,-48.254365,4.0,53,0.0
53,338662160,LAZARA ALVES FERREIRA,SANTA MONICA,-18.918899,-48.254365,4.0,1510,29.1
53,338662160,LAZARA ALVES FERREIRA,SANTA MONICA,-18.918899,-48.254365,4.0,3852,73.2
54,8011864962,FLORIANO PEIXOTO,UMUARAMA,-18.890846,-48.255544,4.0,54,0.0
54,8011864962,FLORIANO PEIXOTO,UMUARAMA,-18.890846,-48.255544,4.0,1460,157.6
54,8011864962,FLORIANO PEIXOTO,UMUARAMA,-18.890846,-48.255544,4.0,12306,44.1
55,1561878459,AFONSO PENA,UMUARAMA,-18.885019,-48.253076,4.0,55,0.0
55,1561878459,AFONSO PENA,UMUARAMA,-18.885019,-48.253076,4.0,1476,156.7
55,1561878459,AFONSO PENA,UMUARAMA,-18.885019,-48.253076,4.0,13266,94.4
55,1561878459,AFONSO PENA,UMUARAMA,-18.885019,-48.253076,4.0,13268,235.6
55,1561878459,AFONSO PENA,UMUARAMA,-18.885019,-48.253076,4.0,13305,94.7
56,338955048,SEGISMUNDO PEREIRA,SANTA MONICA,-18.916337,-48.256546,4.0,56,0.0
56,338955048,SEGISMUNDO PEREIRA,SANTA MONICA,-18.916337,-48.256546,4.0,10335,73.3
56,338955048,SEGISMUNDO PEREIRA,SANTA MONICA,-18.916337,-48.256546,4.0,11333,16.0
57,2042692415,PADRE PIO,OSVALDO RESENDE,-18.911767,-48.291595,4.0,57,0.0
57,2042692415,PADRE PIO,OSVALDO RESENDE,-18.911767,-48.291595,4.0,5423,126.5
57,2042692415,PADRE PIO,OSVALDO RESENDE,-18.911767,-48.291595,4.0,5457,120.1
58,1561878936,BR 365,MARTA HELENA,-18.88985,-48.270218,4.0,58,0.0
58,1561878936,BR 365,MARTA HELENA,-18.88985,-48.270218,4.0,3698,92.9
59,338686240,NITEROI,NOSSA SENHORA DA APARECIDA,-18.907726,-48.261746,4.0,59,0.0
59,338686240,NITEROI,NOSSA SENHORA DA APARECIDA,-18.907726,-48.261746,4.0,424,217.8
59,338686240,NITEROI,NOSSA SENHORA DA APARECIDA,-18.907726,-48.261746,4.0,1631,18.1
60,2042691798,ESTRELA DO SUL,BOM JESUS,-18.905475,-48.277688,4.0,60,0.0
60,2042691798,ESTRELA DO SUL,BOM JESUS,-18.905475,-48.277688,4.0,1017,111.0
60,2042691798,ESTRELA DO SUL,BOM JESUS,-18.905475,-48.277688,4.0,1169,126.3
61,1561879190,RIO GRANDE DO SUL,MARTA HELENA,-18.892033,-48.273073,4.0,61,0.0
61,1561879190,RIO GRANDE DO SUL,MARTA HELENA,-18.892033,-48.273073,4.0,174,113.8
61,1561879190,RIO GRANDE DO SUL,MARTA HELENA,-18.892033,-48.273073,4.0,1431,119.6
61,1561879190,RIO GRANDE DO SUL,MARTA HELENA,-18.892033,-48.273073,4.0,3750,92.4
62,338927245,GETULIO VARGAS,MARTINS,-18.914763,-48.279588,4.0,62,0.0
62,338927245,GETULIO VARGAS,MARTINS,-18.914763,-48.279588,4.0,12273,17.8
62,338927245,GETULIO VARGAS,MARTINS,-18.914763,-48.279588,4.0,13327,17.9
63,338927198,MARCOS DE FREITAS COSTA,OSVALDO RESENDE,-18.912696,-48.301861,4.0,63,0.0
63,338927198,MARCOS DE FREITAS COSTA,OSVALDO RESENDE,-18.912696,-48.301861,4.0,1718,81.0
63,338927198,MARCOS DE FREITAS COSTA,OSVALDO RESENDE,-18.912696,-48.301861,4.0,8538,12.2
64,1561879626,RIO GRANDE DO SUL,BRASIL,-18.897305,-48.265163,4.0,64,0.0
64,1561879626,RIO GRANDE DO SUL,BRASIL,-18.897305,-48.265163,4.0,1358,101.1
64,1561879626,RIO GRANDE DO SUL,BRASIL,-18.897305,-48.265163,4.0,3897,94.4
65,955597362,CESARIO ALVIM,CENTRO,-18.916714,-48.272805,4.0,65,0.0
65,955597362,CESARIO ALVIM,CENTRO,-18.916714,-48.272805,4.0,141,42.0
65,955597362,CESARIO ALVIM,CENTRO,-18.916714,-48.272805,4.0,1230,128.4
66,2651934386,JOAO NAVES DE AVILA,TIBERY,-18.911775,-48.26078,4.0,66,0.0
66,2651934386,JOAO NAVES DE AVILA,TIBERY,-18.911775,-48.26078,4.0,724,43.7
67,952351036,JOAO NAVES DE AVILA,SARAIVA,-18.926191,-48.259521,4.0,67,0.0
67,952351036,JOAO NAVES DE AVILA,SARAIVA,-18.926191,-48.259521,4.0,1637,135.5
67,952351036,JOAO NAVES DE AVILA,SARAIVA,-18.926191,-48.259521,4.0,4455,123.4
68,338654962,MARCO ANTONIO RIBEIRO,TIBERY,-18.909421,-48.246183,4.0,68,0.0
68,338654962,MARCO ANTONIO RIBEIRO,TIBERY,-18.909421,-48.246183,4.0,237,167.2
68,338654962,MARCO ANTONIO RIBEIRO,TIBERY,-18.909421,-48.246183,4.0,2242,49.3
69,1411963289,RONDON PACHECO,PATRIMONIO,-18.931617,-48.284471,4.0,69,0.0
69,1411963289,RONDON PACHECO,PATRIMONIO,-18.931617,-48.284471,4.0,2480,109.2
69,1411963289,RONDON PACHECO,PATRIMONIO,-18.931617,-48.284471,4.0,4395,63.7
70,1727920288,GETULIO VARGAS,OSVALDO RESENDE,-18.922013,-48.288368,4.0,70,0.0
70,1727920288,GETULIO VARGAS,OSVALDO RESENDE,-18.922013,-48.288368,4.0,181,90.3
70,1727920288,GETULIO VARGAS,OSVALDO RESENDE,-18.922013,-48.288368,4.0,5444,13.8
70,1727920288,GETULIO VARGAS,OSVALDO RESENDE,-18.922013,-48.288368,4.0,5747,84.2
70,1727920288,GETULIO VARGAS,OSVALDO RESENDE,-18.922013,-48.288368,4.0,11052,81.3
71,6268165883,ANTONIO MARQUES POVOA JUNIOR,VIGILATO PEREIRA,-18.930599,-48.273598,4.0,71,0.0
71,6268165883,ANTONIO MARQUES POVOA JUNIOR,VIGILATO PEREIRA,-18.930599,-48.273598,4.0,11430,7.2
72,1715559855,GAMELEIRAS,CHACARAS TUBALINA,-18.919595,-48.309693,4.0,72,0.0
72,1715559855,GAMELEIRAS,CHACARAS TUBALINA,-18.919595,-48.309693,4.0,934,18.1
72,1715559855,GAMELEIRAS,CHACARAS TUBALINA,-18.919595,-48.309693,4.0,4495,100.0
73,1724386146,BERNARDO GUIMARAES,FUNDINHO,-18.922927,-48.280918,4.0,73,0.0
73,1724386146,BERNARDO GUIMARAES,FUNDINHO,-18.922927,-48.280918,4.0,156,116.7
73,1724386146,BERNARDO GUIMARAES,FUNDINHO,-18.922927,-48.280918,4.0,206,91.5
74,5525723567,RONDON PACHECO,NOSSA SENHORA DA APARECIDA,-18.911321,-48.262321,4.0,74,0.0
74,5525723567,RONDON PACHECO,NOSSA SENHORA DA APARECIDA,-18.911321,-48.262321,4.0,6902,36.0
74,5525723567,RONDON PACHECO,NOSSA SENHORA DA APARECIDA,-18.911321,-48.262321,4.0,12871,63.2
75,1724386107,AFONSO PENA,CENTRO,-18.918591,-48.278007,4.0,75,0.0
75,1724386107,AFONSO PENA,CENTRO,-18.918591,-48.278007,4.0,185,121.5
75,1724386107,AFONSO PENA,CENTRO,-18.918591,-48.278007,4.0,260,163.1
76,338663786,JOAO PINHEIRO,CENTRO,-18.913863,-48.27621,4.0,76,0.0
76,338663786,JOAO PINHEIRO,CENTRO,-18.913863,-48.27621,4.0,4176,183.2
76,338663786,JOAO PINHEIRO,CENTRO,-18.913863,-48.27621,4.0,10767,58.9
77,1733575215,SACRAMENTO,MARTINS,-18.90804,-48.282937,4.0,77,0.0
77,1733575215,SACRAMENTO,MARTINS,-18.90804,-48.282937,4.0,4667,121.1
77,1733575215,SACRAMENTO,MARTINS,-18.90804,-48.282937,4.0,4774,55.3
78,2671353679,ANTONIO THOMAZ FERREIRA DE REZENDE,SANTA ROSA,-18.878143,-48.275553,4.0,78,0.0
78,2671353679,ANTONIO THOMAZ FERREIRA DE REZENDE,SANTA ROSA,-18.878143,-48.275553,4.0,7320,34.1
78,2671353679,ANTONIO THOMAZ FERREIRA DE REZENDE,SANTA ROSA,-18.878143,-48.275553,4.0,8654,571.5
79,339121475,AFONSO PENA,CENTRO,-18.915899,-48.276048,4.0,79,0.0
79,339121475,AFONSO PENA,CENTRO,-18.915899,-48.276048,4.0,252,144.3
79,339121475,AFONSO PENA,CENTRO,-18.915899,-48.276048,4.0,4176,63.1
80,339249364,SERGIO PACHECO,CENTRO,-18.909693,-48.276321,4.0,80,0.0
80,339249364,SERGIO PACHECO,CENTRO,-18.909693,-48.276321,4.0,177,128.1
80,339249364,SERGIO PACHECO,CENTRO,-18.909693,-48.276321,4.0,10104,73.4
81,339121601,BARAO DE CAMARGOS,LIDICE,-18.922556,-48.275997,4.0,81,0.0
81,339121601,BARAO DE CAMARGOS,LIDICE,-18.922556,-48.275997,4.0,1947,70.3
81,339121601,BARAO DE CAMARGOS,LIDICE,-18.922556,-48.275997,4.0,2182,60.8
82,339251570,CIPRIANO DEL FAVERO,CENTRO,-18.920894,-48.282563,4.0,82,0.0
82,339251570,CIPRIANO DEL FAVERO,CENTRO,-18.920894,-48.282563,4.0,1629,96.3
82,339251570,CIPRIANO DEL FAVERO,CENTRO,-18.920894,-48.282563,4.0,12604,123.1
83,12946910685,HAIA,CUSTODIO PEREIRA,-18.897143,-48.234802,4.0,83,0.0
83,12946910685,HAIA,CUSTODIO PEREIRA,-18.897143,-48.234802,4.0,13143,199.3
83,12946910685,HAIA,CUSTODIO PEREIRA,-18.897143,-48.234802,4.0,13323,20.3
84,339027132,NICOMEDES ALVES DOS SANTOS,JARDIM KARAIBA,-18.946085,-48.273626,4.0,84,0.0
84,339027132,NICOMEDES ALVES DOS SANTOS,JARDIM KARAIBA,-18.946085,-48.273626,4.0,1813,87.2
85,1874876669,GETULIO VARGAS,DANIEL FONSECA,-18.923303,-48.291142,4.0,85,0.0
85,1874876669,GETULIO VARGAS,DANIEL FONSECA,-18.923303,-48.291142,4.0,279,12.2
85,1874876669,GETULIO VARGAS,DANIEL FONSECA,-18.923303,-48.291142,4.0,4849,123.1
86,338663778,JOAO NAVES DE AVILA,CENTRO,-18.916122,-48.274285,4.0,86,0.0
86,338663778,JOAO NAVES DE AVILA,CENTRO,-18.916122,-48.274285,4.0,384,13.6
86,338663778,JOAO NAVES DE AVILA,CENTRO,-18.916122,-48.274285,4.0,528,114.8
87,1561879852,AFONSO PENA,NOSSA SENHORA DA APARECIDA,-18.899984,-48.264192,4.0,87,0.0
87,1561879852,AFONSO PENA,NOSSA SENHORA DA APARECIDA,-18.899984,-48.264192,4.0,327,93.7
87,1561879852,AFONSO PENA,NOSSA SENHORA DA APARECIDA,-18.899984,-48.264192,4.0,3987,165.2
88,1561879814,MATO GROSSO,NOSSA SENHORA DA APARECIDA,-18.89953,-48.267913,4.0,88,0.0
88,1561879814,MATO GROSSO,NOSSA SENHORA DA APARECIDA,-18.89953,-48.267913,4.0,1365,92.5
88,1561879814,MATO GROSSO,NOSSA SENHORA DA APARECIDA,-18.89953,-48.267913,4.0,3981,96.0
89,3371932718,RONDON PACHECO,SARAIVA,-18.916845,-48.264675,4.0,89,0.0
89,3371932718,RONDON PACHECO,SARAIVA,-18.916845,-48.264675,4.0,1098,144.1
89,3371932718,RONDON PACHECO,SARAIVA,-18.916845,-48.264675,4.0,1270,85.0
90,338675808,REPUBLICA PIRATINI,UMUARAMA,-18.881394,-48.258507,4.0,90,0.0
90,338675808,REPUBLICA PIRATINI,UMUARAMA,-18.881394,-48.258507,4.0,1464,116.6
91,1561880158,JOAO PINHEIRO,NOSSA SENHORA DA APARECIDA,-18.903267,-48.268395,4.0,91,0.0
91,1561880158,JOAO PINHEIRO,NOSSA SENHORA DA APARECIDA,-18.903267,-48.268395,4.0,1329,149.0
