ID_Origem,OSM_Node_ID,Logradouro,Latitude,Longitude,Indice_Periculosidade,ID_Destino,Distancia_Metros
34,338642643,Avenida Comendador Alexandrino Garcia,-18.892101,-48.275896,0,34,0
34,338642643,Avenida Comendador Alexandrino Garcia,-18.892101,-48.275896,0,3514,89.1
34,338642643,Avenida Comendador Alexandrino Garcia,-18.892101,-48.275896,0,6884,13.1
35,338642686,Rua Frederico Ozanan,-18.897091,-48.272714,0,35,0
35,338642686,Rua Frederico Ozanan,-18.897091,-48.272714,0,369,65.1
35,338642686,Rua Frederico Ozanan,-18.897091,-48.272714,0,7848,15.3
35,338642686,Rua Frederico Ozanan,-18.897091,-48.272714,0,7849,63.2
36,338642719,Rua Sem Nome,-18.894561,-48.272751,0,36,0
36,338642719,Rua Sem Nome,-18.894561,-48.272751,0,6887,21.8
36,338642719,Rua Sem Nome,-18.894561,-48.272751,0,6923,81.1
36,338642719,Rua Sem Nome,-18.894561,-48.272751,0,12403,46.7
37,338642730,Avenida Monsenhor Eduardo,-18.893266,-48.274578,0,37,0
37,338642730,Avenida Monsenhor Eduardo,-18.893266,-48.274578,0,11990,49.5
38,338642742,Avenida Monsenhor Eduardo,-18.896463,-48.270293,0,38,0
38,338642742,Avenida Monsenhor Eduardo,-18.896463,-48.270293,0,40,74.4
39,338642753,Rua Belém,-18.897546,-48.270922,0,38,137.4
39,338642753,Rua Belém,-18.897546,-48.270922,0,39,0
39,338642753,Rua Belém,-18.897546,-48.270922,0,4899,67.3
39,338642753,Rua Belém,-18.897546,-48.270922,0,9448,91.6
40,338642771,Avenida Monsenhor Eduardo,-18.897043,-48.269941,0,40,0
40,338642771,Avenida Monsenhor Eduardo,-18.897043,-48.269941,0,4899,105.7
40,338642771,Avenida Monsenhor Eduardo,-18.897043,-48.269941,0,10994,5.2
41,338642811,Avenida Maranhão,-18.886805,-48.262564,0,41,0
41,338642811,Avenida Maranhão,-18.886805,-48.262564,0,199,117.7
41,338642811,Avenida Maranhão,-18.886805,-48.262564,0,3399,93
42,338642821,Avenida Monsenhor Eduardo,-18.892764,-48.274975,0,42,0
42,338642821,Avenida Monsenhor Eduardo,-18.892764,-48.274975,0,6885,117.8
43,338642829,Avenida Arnaldo Contursi,-18.883674,-48.266958,0,43,0
43,338642829,Avenida Arnaldo Contursi,-18.883674,-48.266958,0,7612,75.5
43,338642829,Avenida Arnaldo Contursi,-18.883674,-48.266958,0,7948,113.8
44,338642854,Avenida Arnaldo Contursi,-18.892692,-48.273561,0,44,0
44,338642854,Avenida Arnaldo Contursi,-18.892692,-48.273561,0,46,114
44,338642854,Avenida Arnaldo Contursi,-18.892692,-48.273561,0,3532,89.6
44,338642854,Avenida Arnaldo Contursi,-18.892692,-48.273561,0,3536,118.8
45,338642873,Avenida Balaiadas,-18.890851,-48.276407,0,45,0
45,338642873,Avenida Balaiadas,-18.890851,-48.276407,0,7583,118.3
45,338642873,Avenida Balaiadas,-18.890851,-48.276407,0,10031,50
46,338642892,Rua Osório José da Cunha,-18.893303,-48.27269,0,44,114
46,338642892,Rua Osório José da Cunha,-18.893303,-48.27269,0,46,0
46,338642892,Rua Osório José da Cunha,-18.893303,-48.27269,0,47,99.2
46,338642892,Rua Osório José da Cunha,-18.893303,-48.27269,0,10394,80.6
47,338642905,Rua Sem Nome,-18.894016,-48.273253,0,47,0
47,338642905,Rua Sem Nome,-18.894016,-48.273253,0,384,17.6
47,338642905,Rua Sem Nome,-18.894016,-48.273253,0,6886,110.9
48,338642909,Avenida Balaiadas,-18.889899,-48.276235,0,48,0
48,338642909,Avenida Balaiadas,-18.889899,-48.276235,0,10029,25.5
48,338642909,Avenida Balaiadas,-18.889899,-48.276235,0,11305,32.4
49,338642935,Rua Paraná,-18.8885,-48.275303,0,49,0
49,338642935,Rua Paraná,-18.8885,-48.275303,0,2565,93.4
49,338642935,Rua Paraná,-18.8885,-48.275303,0,7586,173.1
50,338642966,Rua Bahia,-18.885759,-48.273302,0,50,0
50,338642966,Rua Bahia,-18.885759,-48.273302,0,51,92.8
50,338642966,Rua Bahia,-18.885759,-48.273302,0,7590,174.6
51,338642973,Avenida Balaiadas,-18.885064,-48.272815,0,51,0
51,338642973,Avenida Balaiadas,-18.885064,-48.272815,0,7618,90.3
51,338642973,Avenida Balaiadas,-18.885064,-48.272815,0,10026,16.3
52,338643018,Rua Sem Nome,-18.875197,-48.259324,0,52,0
52,338643018,Rua Sem Nome,-18.875197,-48.259324,0,9228,4
53,338648465,Rua Padre Américo Ceppi,-18.883337,-48.269338,0,53,0
53,338648465,Rua Padre Américo Ceppi,-18.883337,-48.269338,0,3155,114.5
53,338648465,Rua Padre Américo Ceppi,-18.883337,-48.269338,0,4604,108.1
53,338648465,Rua Padre Américo Ceppi,-18.883337,-48.269338,0,11311,12.3
54,338648479,Rua José Bezende dos Santos,-18.88401,-48.269826,0,54,0
54,338648479,Rua José Bezende dos Santos,-18.88401,-48.269826,0,3158,111.5
54,338648479,Rua José Bezende dos Santos,-18.88401,-48.269826,0,11312,36.5
55,338648493,Rua José Resende dos Santos,-18.88579,-48.267214,0,55,0
55,338648493,Rua José Resende dos Santos,-18.88579,-48.267214,0,3157,201.9
55,338648493,Rua José Resende dos Santos,-18.88579,-48.267214,0,3160,110.6
55,338648493,Rua José Resende dos Santos,-18.88579,-48.267214,0,10392,54.2
56,338648497,Avenida Comendador Alexandrino Garcia,-18.884716,-48.270348,0,56,0
56,338648497,Avenida Comendador Alexandrino Garcia,-18.884716,-48.270348,0,11307,22.7
57,338648512,Rua Natal Oliveira Marquez,-18.886471,-48.26771,0,57,0
57,338648512,Rua Natal Oliveira Marquez,-18.886471,-48.26771,0,59,88.5
57,338648512,Rua Natal Oliveira Marquez,-18.886471,-48.26771,0,3368,111.9
58,338648516,Rua Alagoas,-18.885377,-48.270851,0,58,0
58,338648516,Rua Alagoas,-18.885377,-48.270851,0,3370,113.4
58,338648516,Rua Alagoas,-18.885377,-48.270851,0,7619,10.9
58,338648516,Rua Alagoas,-18.885377,-48.270851,0,11467,45.8
59,338648530,Rua Alagoas,-18.887119,-48.268199,0,59,0
59,338648530,Rua Alagoas,-18.887119,-48.268199,0,60,94.6
59,338648530,Rua Alagoas,-18.887119,-48.268199,0,194,37.8
60,338648549,Rua Natal Oliveira Marquez,-18.887814,-48.268717,0,60,0
60,338648549,Rua Natal Oliveira Marquez,-18.887814,-48.268717,0,61,88.9
60,338648549,Rua Natal Oliveira Marquez,-18.887814,-48.268717,0,3392,111.5
61,338648569,Rua Natal Oliveira Marquez,-18.888467,-48.269203,0,61,0
61,338648569,Rua Natal Oliveira Marquez,-18.888467,-48.269203,0,3442,94.7
62,338648645,Rua Natal Oliveira Marquez,-18.891246,-48.271197,0,62,0
62,338648645,Rua Natal Oliveira Marquez,-18.891246,-48.271197,0,3126,4.8
62,338648645,Rua Natal Oliveira Marquez,-18.891246,-48.271197,0,3530,91.5
63,338648663,Rua República do Piratini,-18.873608,-48.270117,0,63,0
63,338648663,Rua República do Piratini,-18.873608,-48.270117,0,11826,37.4
64,338648672,Rua Quito Rodrigues da Cunha,-18.872134,-48.268985,0,64,0
64,338648672,Rua Quito Rodrigues da Cunha,-18.872134,-48.268985,0,1191,179.2
64,338648672,Rua Quito Rodrigues da Cunha,-18.872134,-48.268985,0,3045,99.9
65,338648715,Rua Ailton Félix Rodrigues,-18.87209,-48.266138,0,65,0
65,338648715,Rua Ailton Félix Rodrigues,-18.87209,-48.266138,0,1195,39.2
65,338648715,Rua Ailton Félix Rodrigues,-18.87209,-48.266138,0,1197,172.1
65,338648715,Rua Ailton Félix Rodrigues,-18.87209,-48.266138,0,10695,51.5
66,338648734,Rua República do Piratini,-18.878998,-48.262155,0,66,0
66,338648734,Rua República do Piratini,-18.878998,-48.262155,0,1187,89.9
66,338648734,Rua República do Piratini,-18.878998,-48.262155,0,3266,111.5
67,338648745,Rua David Canabarro,-18.877769,-48.26084,0,67,0
67,338648745,Rua David Canabarro,-18.877769,-48.26084,0,767,90.3
67,338648745,Rua David Canabarro,-18.877769,-48.26084,0,3262,81.7
68,338648750,Rua Doutor Luiz Antônio Waack,-18.87847,-48.261344,0,67,94.2
68,338648750,Rua Doutor Luiz Antônio Waack,-18.87847,-48.261344,0,68,0
68,338648750,Rua Doutor Luiz Antônio Waack,-18.87847,-48.261344,0,3278,79.4
69,338648780,Avenida Governador Rondon Pacheco,-18.892893,-48.250956,200,0,276.2
69,338648780,Avenida Governador Rondon Pacheco,-18.892893,-48.250956,200,69,0
69,338648780,Avenida Governador Rondon Pacheco,-18.892893,-48.250956,200,9244,56.2
70,338648822,Avenida Governador Rondon Pacheco,-18.902343,-48.260556,200,70,0
70,338648822,Avenida Governador Rondon Pacheco,-18.902343,-48.260556,200,1760,107.4
70,338648822,Avenida Governador Rondon Pacheco,-18.902343,-48.260556,200,9076,29.7
71,338653529,Avenida Governador Rondon Pacheco,-18.911888,-48.262284,200,71,0
71,338653529,Avenida Governador Rondon Pacheco,-18.911888,-48.262284,200,8959,108.4
72,338653551,Avenida Governador Rondon Pacheco,-18.915872,-48.263894,200,72,0
72,338653551,Avenida Governador Rondon Pacheco,-18.915872,-48.263894,200,5200,61.3
72,338653551,Avenida Governador Rondon Pacheco,-18.915872,-48.263894,200,8752,95.8
73,338653567,Rua Tenente Virmondes,-18.922154,-48.269967,200,73,0
73,338653567,Rua Tenente Virmondes,-18.922154,-48.269967,200,1679,95.3
73,338653567,Rua Tenente Virmondes,-18.922154,-48.269967,200,1825,162.4
74,338653579,Avenida Governador Rondon Pacheco,-18.924011,-48.271331,200,74,0
74,338653579,Avenida Governador Rondon Pacheco,-18.924011,-48.271331,200,9831,80.4
75,338653711,Rua Sem Nome,-18.929049,-48.29266,200,75,0
75,338653711,Rua Sem Nome,-18.929049,-48.29266,200,936,20.6
75,338653711,Rua Sem Nome,-18.929049,-48.29266,200,4588,15.5
76,338653790,Rua da Bandeira,-18.910024,-48.259278,0,76,0
76,338653790,Rua da Bandeira,-18.910024,-48.259278,0,329,103.4
77,338653822,Avenida João Naves de Ávila,-18.915454,-48.258656,0,77,0
77,338653822,Avenida João Naves de Ávila,-18.915454,-48.258656,0,96,166.9
77,338653822,Avenida João Naves de Ávila,-18.915454,-48.258656,0,288,42.4
78,338653978,Rua Sem Nome,-18.911374,-48.276592,0,78,0
78,338653978,Rua Sem Nome,-18.911374,-48.276592,0,2111,192.6
78,338653978,Rua Sem Nome,-18.911374,-48.276592,0,2113,64.2
78,338653978,Rua Sem Nome,-18.911374,-48.276592,0,4386,12.4
79,338653997,Avenida Cipríano Del Fávero,-18.912778,-48.276567,0,79,0
79,338653997,Avenida Cipríano Del Fávero,-18.912778,-48.276567,0,188,126.3
79,338653997,Avenida Cipríano Del Fávero,-18.912778,-48.276567,0,4388,39.5
80,338654018,Rua Sem Nome,-18.915678,-48.259201,0,80,0
80,338654018,Rua Sem Nome,-18.915678,-48.259201,0,211,27.1
80,338654018,Rua Sem Nome,-18.915678,-48.259201,0,1687,154.4
81,338654030,Avenida João Naves de Ávila,-18.918472,-48.261229,0,81,0
81,338654030,Avenida João Naves de Ávila,-18.918472,-48.261229,0,1792,169.9
82,338654055,Rua Tapuios,-18.920878,-48.262618,0,82,0
82,338654055,Rua Tapuios,-18.920878,-48.262618,0,1698,92.8
82,338654055,Rua Tapuios,-18.920878,-48.262618,0,11431,82.4
83,338654126,Rua São Vicente de Paula,-18.926352,-48.259478,0,83,0
83,338654126,Rua São Vicente de Paula,-18.926352,-48.259478,0,9656,133.4
83,338654126,Rua São Vicente de Paula,-18.926352,-48.259478,0,11430,101.7
84,338654181,Avenida João Mendes,-18.929142,-48.244769,0,84,0
84,338654181,Avenida João Mendes,-18.929142,-48.244769,0,1380,23.4
84,338654181,Avenida João Mendes,-18.929142,-48.244769,0,2161,132.9
85,338654279,Rua Odilon Santos Castanheira,-18.936578,-48.230621,0,9,218.9
85,338654279,Rua Odilon Santos Castanheira,-18.936578,-48.230621,0,85,0
85,338654279,Rua Odilon Santos Castanheira,-18.936578,-48.230621,0,6943,62.2
86,338654289,Avenida Segismundo Pereira,-18.915864,-48.258899,0,86,0
86,338654289,Avenida Segismundo Pereira,-18.915864,-48.258899,0,10611,252.7
86,338654289,Avenida Segismundo Pereira,-18.915864,-48.258899,0,11364,19.1
87,338654348,Avenida Segismundo Pereira,-18.923887,-48.228131,0,87,0
87,338654348,Avenida Segismundo Pereira,-18.923887,-48.228131,0,1409,71.6
87,338654348,Avenida Segismundo Pereira,-18.923887,-48.228131,0,9326,195.7
88,338654753,Avenida Anselmo Alves dos Santos,-18.912794,-48.226247,0,88,0
88,338654753,Avenida Anselmo Alves dos Santos,-18.912794,-48.226247,0,6332,44.6
88,338654753,Avenida Anselmo Alves dos Santos,-18.912794,-48.226247,0,9547,89.4
89,338654766,Avenida Anselmo Alves dos Santos,-18.913201,-48.227373,0,89,0
89,338654766,Avenida Anselmo Alves dos Santos,-18.913201,-48.227373,0,2125,14.1
89,338654766,Avenida Anselmo Alves dos Santos,-18.913201,-48.227373,0,11008,415.2
90,338654962,Rotatória José Maria Leandro,-18.909421,-48.246183,0,90,0
90,338654962,Rotatória José Maria Leandro,-18.909421,-48.246183,0,2124,49.3
90,338654962,Rotatória José Maria Leandro,-18.909421,-48.246183,0,10496,167.2
91,338660481,Rua Lourdes de Carvalho,-18.918029,-48.228605,0,91,0
91,338660481,Rua Lourdes de Carvalho,-18.918029,-48.228605,0,151,65
91,338660481,Rua Lourdes de Carvalho,-18.918029,-48.228605,0,153,62.8
91,338660481,Rua Lourdes de Carvalho,-18.918029,-48.228605,0,5271,75.3
92,338660482,Avenida Salomão Abrahão,-18.918356,-48.227243,0,92,0
92,338660482,Avenida Salomão Abrahão,-18.918356,-48.227243,0,152,60.7
92,338660482,Avenida Salomão Abrahão,-18.918356,-48.227243,0,154,64.2
92,338660482,Avenida Salomão Abrahão,-18.918356,-48.227243,0,4151,69.4
93,338660486,Avenida Ortízio Borges,-18.916063,-48.243361,0,93,0
93,338660486,Avenida Ortízio Borges,-18.916063,-48.243361,0,156,62.8
93,338660486,Avenida Ortízio Borges,-18.916063,-48.243361,0,158,64.5
93,338660486,Avenida Ortízio Borges,-18.916063,-48.243361,0,5218,74
94,338660487,Avenida Ortízio Borges,-18.915709,-48.244717,0,94,0
94,338660487,Avenida Ortízio Borges,-18.915709,-48.244717,0,155,62.5
94,338660487,Avenida Ortízio Borges,-18.915709,-48.244717,0,157,62.7
94,338660487,Avenida Ortízio Borges,-18.915709,-48.244717,0,5201,73.8
95,338660488,Avenida Ortízio Borges,-18.912651,-48.256565,0,95,0
95,338660488,Avenida Ortízio Borges,-18.912651,-48.256565,0,1305,53.6
95,338660488,Avenida Ortízio Borges,-18.912651,-48.256565,0,1306,34.9
95,338660488,Avenida Ortízio Borges,-18.912651,-48.256565,0,1308,145.4
96,338660489,Avenida Belarmino Cotta Pacheco,-18.913955,-48.258665,3,96,0
96,338660489,Avenida Belarmino Cotta Pacheco,-18.913955,-48.258665,3,1304,21.8
96,338660489,Avenida Belarmino Cotta Pacheco,-18.913955,-48.258665,3,5168,136.4
97,338660502,Avenida João Naves de Ávila,-18.932952,-48.235165,0,97,0
97,338660502,Avenida João Naves de Ávila,-18.932952,-48.235165,0,2138,20.3
97,338660502,Avenida João Naves de Ávila,-18.932952,-48.235165,0,2668,73.3
98,338660513,Rua Montreal,-18.901295,-48.250534,0,98,0
98,338660513,Rua Montreal,-18.901295,-48.250534,0,99,48.4
98,338660513,Rua Montreal,-18.901295,-48.250534,0,1273,67
99,338660514,Avenida Frederico Tibery,-18.900874,-48.250595,0,99,0
99,338660514,Avenida Frederico Tibery,-18.900874,-48.250595,0,3728,165.8
99,338660514,Avenida Frederico Tibery,-18.900874,-48.250595,0,8791,15.1
100,338660516,Rua Constantinopla,-18.9006,-48.251048,0,100,0
100,338660516,Rua Constantinopla,-18.9006,-48.251048,0,101,44.7
100,338660516,Rua Constantinopla,-18.9006,-48.251048,0,1279,64.3
101,338660517,Avenida Benjamin Magalhães,-18.90067,-48.251463,0,101,0
101,338660517,Avenida Benjamin Magalhães,-18.90067,-48.251463,0,102,13.6
101,338660517,Avenida Benjamin Magalhães,-18.90067,-48.251463,0,8786,111.7
102,338660519,Praça Senador Camilo Chaves,-18.900748,-48.251562,0,102,0
102,338660519,Praça Senador Camilo Chaves,-18.900748,-48.251562,0,103,43.3
103,338660520,Rua Montreal,-18.901083,-48.251764,0,103,0
103,338660520,Rua Montreal,-18.901083,-48.251764,0,104,46.8
103,338660520,Rua Montreal,-18.901083,-48.251764,0,333,68.9
104,338660521,Avenida Frederico Tibery,-18.901492,-48.251679,0,104,0
104,338660521,Avenida Frederico Tibery,-18.901492,-48.251679,0,10669,15.4
104,338660521,Avenida Frederico Tibery,-18.901492,-48.251679,0,11409,161.4
105,338660524,Avenida Governador Rondon Pacheco,-18.896312,-48.255062,200,105,0
105,338660524,Avenida Governador Rondon Pacheco,-18.896312,-48.255062,200,8790,13.2
105,338660524,Avenida Governador Rondon Pacheco,-18.896312,-48.255062,200,12278,75
106,338660525,Rua Montreal,-18.90046,-48.256852,0,106,0
106,338660525,Rua Montreal,-18.90046,-48.256852,0,9873,15.4
106,338660525,Rua Montreal,-18.90046,-48.256852,0,11491,33.7
107,338660527,Avenida Europa,-18.906401,-48.25194,0,107,0
107,338660527,Avenida Europa,-18.906401,-48.25194,0,9885,144.1
107,338660527,Avenida Europa,-18.906401,-48.25194,0,9912,8.3
108,338660528,Avenida Expedicionários,-18.907749,-48.246109,0,108,0
108,338660528,Avenida Expedicionários,-18.907749,-48.246109,0,133,53.7
108,338660528,Avenida Expedicionários,-18.907749,-48.246109,0,5063,14.4
108,338660528,Avenida Expedicionários,-18.907749,-48.246109,0,8657,37
109,338660530,Avenida Inglaterra,-18.898018,-48.246553,0,109,0
109,338660530,Avenida Inglaterra,-18.898018,-48.246553,0,3702,83.5
109,338660530,Avenida Inglaterra,-18.898018,-48.246553,0,8794,13.8
110,338660531,Rua Constantinopla,-18.896829,-48.25047,0,110,0
110,338660531,Rua Constantinopla,-18.896829,-48.25047,0,3677,112.3
110,338660531,Rua Constantinopla,-18.896829,-48.25047,0,3685,122
110,338660531,Rua Constantinopla,-18.896829,-48.25047,0,9951,77.9
110,338660531,Rua Constantinopla,-18.896829,-48.25047,0,9952,54.7
111,338660551,Avenida Afonso Pena,-18.921229,-48.279985,0,111,0
111,338660551,Avenida Afonso Pena,-18.921229,-48.279985,0,4358,117.8
111,338660551,Avenida Afonso Pena,-18.921229,-48.279985,0,5360,147.8
112,338660553,Rua Doutor Lacerda,-18.925761,-48.273159,200,112,0
112,338660553,Rua Doutor Lacerda,-18.925761,-48.273159,200,1677,16.7
112,338660553,Rua Doutor Lacerda,-18.925761,-48.273159,200,2046,116.2
113,338660555,Rua Sem Nome,-18.918907,-48.283578,0,113,0
113,338660555,Rua Sem Nome,-18.918907,-48.283578,0,9499,11.5
113,338660555,Rua Sem Nome,-18.918907,-48.283578,0,10999,10.2
114,338660560,Avenida Getúlio Vargas,-18.92409,-48.29254,5,114,0
114,338660560,Avenida Getúlio Vargas,-18.92409,-48.29254,5,2034,84.1
114,338660560,Avenida Getúlio Vargas,-18.92409,-48.29254,5,5491,68.4
115,338660562,Avenida Getúlio Vargas,-18.922191,-48.288414,0,115,0
115,338660562,Avenida Getúlio Vargas,-18.922191,-48.288414,0,925,16
116,338660568,Rua Machado de Assis,-18.916786,-48.280764,0,116,0
116,338660568,Rua Machado de Assis,-18.916786,-48.280764,0,1824,123.3
